participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
242,1770297206058,Practice Sentence shown,HL_91_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297211563,Practice Sentence shown,HL_59_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297217068,Practice Sentence shown,HH_127_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297222572,Practice Sentence shown,HL_5_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297228077,Practice Sentence shown,HL_47_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297233581,Practice Sentence shown,HL_13_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297239086,Practice Sentence shown,HH_127_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297241816,Practice IR pressed,HH_127_P,true,,true,Spacebar,1,N/A,2730,N/A,N/A,N/A
242,1770297246275,Practice WR pressed,HH_127_P,true,,true,Yes,N/A,0,N/A,4459,N/A,N/A
242,1770297256192,Practice Sentence shown,HH_135_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297261697,Practice Sentence shown,HL_43_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297267201,Practice Sentence shown,HL_57_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297272706,Practice Sentence shown,HH_124_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297278211,Practice Sentence shown,HH_135_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297282213,Practice Missed,HH_135_P,true,,true,None,0,N/A,N/A,N/A,N/A,N/A
242,1770297296942,Practice Sentence shown,HL_48_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297302447,Practice Sentence shown,HL_31_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297307951,Practice Sentence shown,HL_12_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297313456,Practice Sentence shown,HH_124_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297315538,Practice IR pressed,HH_124_P,true,,true,Spacebar,1,N/A,2082,N/A,N/A,N/A
242,1770297319530,Practice WR pressed,HH_124_P,true,,true,No,N/A,1,N/A,3992,N/A,N/A
242,1770297321032,Practice Sentence shown,HH_107_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297326536,Practice Sentence shown,HH_123_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297332041,Practice Sentence shown,HH_123_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297336042,Practice Missed,HH_123_A,true,,true,None,0,N/A,N/A,N/A,N/A,N/A
242,1770297336468,Practice Sentence shown,HH_107_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
242,1770297338797,Practice IR pressed,HH_107_A,true,,true,Spacebar,1,N/A,2329,N/A,N/A,N/A
242,1770297340657,Practice WR pressed,HH_107_A,true,,true,Yes,N/A,1,N/A,1860,N/A,N/A
