participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
304,1770510221695,Practice Sentence shown,HL_5_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510227208,Practice Sentence shown,HL_59_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510232729,Practice Sentence shown,HL_36_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510238241,Practice Sentence shown,HL_51_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510243761,Practice Sentence shown,HH_131_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510249272,Practice Sentence shown,HH_108_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510254790,Practice Sentence shown,HL_2_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510260306,Practice Sentence shown,HH_124_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510265828,Practice Sentence shown,HH_101_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510271354,Practice Sentence shown,HL_32_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510276871,Practice Sentence shown,HH_131_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510280878,Practice Missed,HH_131_P,true,,true,None,0,N/A,N/A,N/A,N/A,N/A
304,1770510290516,Practice Sentence shown,HH_108_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510292369,Practice IR pressed,HH_108_P,true,,true,Spacebar,1,N/A,1853,N/A,N/A,N/A
304,1770510298551,Practice WR pressed,HH_108_P,true,,true,Yes,N/A,0,N/A,6182,N/A,N/A
304,1770510310553,Practice Sentence shown,HL_26_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510316070,Practice Sentence shown,HL_30_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510321595,Practice Sentence shown,HH_101_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510323842,Practice IR pressed,HH_101_A,true,,true,Spacebar,1,N/A,2247,N/A,N/A,N/A
304,1770510325211,Practice WR pressed,HH_101_A,true,,true,Yes,N/A,1,N/A,1369,N/A,N/A
304,1770510326720,Practice Sentence shown,HH_124_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510330724,Practice IR pressed,HH_124_P,true,,true,Spacebar,1,N/A,4004,N/A,N/A,N/A
304,1770510333583,Practice WR pressed,HH_124_P,true,,true,No,N/A,1,N/A,2859,N/A,N/A
304,1770510335088,Practice Sentence shown,HL_19_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
304,1770510336740,Practice IR pressed,HL_19_A,,,,Spacebar,0,N/A,1652,N/A,N/A,N/A
304,1770510343157,Practice Sentence shown,HL_53_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
