participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
325,1770548756527,Practice Sentence shown,HL_61_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548762052,Practice Sentence shown,HH_101_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548767579,Practice Sentence shown,HH_123_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548773096,Practice Sentence shown,HH_120_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548778609,Practice Sentence shown,HL_68_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548784134,Practice Sentence shown,HL_107_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548789657,Practice Sentence shown,HH_101_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548791962,Practice IR pressed,HH_101_A,true,,true,Spacebar,1,N/A,2305,N/A,N/A,N/A
325,1770548801851,Practice WR pressed,HH_101_A,true,,true,Yes,N/A,1,N/A,9889,N/A,N/A
325,1770548803364,Practice Sentence shown,HH_123_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548807323,Practice IR pressed,HH_123_P,true,,true,Spacebar,1,N/A,3959,N/A,N/A,N/A
325,1770548808692,Practice WR pressed,HH_123_P,true,,true,No,N/A,1,N/A,1369,N/A,N/A
325,1770548810205,Practice Sentence shown,HL_91_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548815727,Practice Sentence shown,HL_93_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548821246,Practice Sentence shown,HH_120_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548823611,Practice IR pressed,HH_120_P,true,,true,Spacebar,1,N/A,2365,N/A,N/A,N/A
325,1770548824468,Practice WR pressed,HH_120_P,true,,true,No,N/A,1,N/A,857,N/A,N/A
325,1770548825977,Practice Sentence shown,HL_108_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548831503,Practice Sentence shown,HL_95_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548837018,Practice Sentence shown,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
325,1770548842526,Practice Sentence shown,HH_132_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
