participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
323,1770548708779,Practice Sentence shown,HL_76_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548714282,Practice Sentence shown,HL_13_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548719785,Practice Sentence shown,HL_61_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548725287,Practice Sentence shown,HH_100_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548726417,Practice IR pressed,HH_100_A,true,,,Spacebar,0,N/A,1130,N/A,N/A,N/A
323,1770548738062,Practice Sentence shown,HL_24_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548743564,Practice Sentence shown,HL_43_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548749066,Practice Sentence shown,HH_101_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548754568,Practice Sentence shown,HL_54_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548760070,Practice Sentence shown,HH_100_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548761895,Practice IR pressed,HH_100_A,true,,true,Spacebar,1,N/A,1825,N/A,N/A,N/A
323,1770548766976,Practice WR pressed,HH_100_A,true,,true,Yes,N/A,1,N/A,5080,N/A,N/A
323,1770548768477,Practice Sentence shown,HL_10_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548773980,Practice Sentence shown,HH_131_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548779482,Practice Sentence shown,HH_101_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548781659,Practice IR pressed,HH_101_P,true,,true,Spacebar,1,N/A,2177,N/A,N/A,N/A
323,1770548782428,Practice WR pressed,HH_101_P,true,,true,Yes,N/A,0,N/A,768,N/A,N/A
323,1770548791783,Practice Sentence shown,HL_48_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548797285,Practice Sentence shown,HL_35_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548802787,Practice Sentence shown,HH_123_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548808290,Practice Sentence shown,HL_4_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548813792,Practice Sentence shown,HH_132_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548819294,Practice Sentence shown,HH_132_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548820785,Practice IR pressed,HH_132_P,true,,true,Spacebar,1,N/A,1491,N/A,N/A,N/A
323,1770548821763,Practice WR pressed,HH_132_P,true,,true,No,N/A,1,N/A,978,N/A,N/A
323,1770548823265,Practice Sentence shown,HH_123_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548827265,Practice Missed,HH_123_P,true,,true,None,0,N/A,N/A,N/A,N/A,N/A
323,1770548832721,Practice Sentence shown,HH_131_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548834422,Practice IR pressed,HH_131_A,true,,true,Spacebar,1,N/A,1701,N/A,N/A,N/A
323,1770548836770,Practice WR pressed,HH_131_A,true,,true,Yes,N/A,1,N/A,2348,N/A,N/A
323,1770548867190,Sentence shown,HVL_100_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548871191,gap_time,N/A,true,,,GapTime_1018,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548872211,Sentence shown,HF_9_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548876212,gap_time,N/A,,,,GapTime_1020,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548877234,Sentence shown,HF_27_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548881235,gap_time,N/A,,,,GapTime_1274,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548882510,Sentence shown,HH_160_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548886511,gap_time,N/A,true,,,GapTime_1216,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548887729,Sentence shown,HF_27_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548888766,Validation IR pressed,HF_27_A,,true,true,Spacebar,1,N/A,1036,N/A,N/A,N/A
323,1770548888766,IR pressed,HF_27_A,,true,true,Spacebar,1,N/A,1036,N/A,N/A,N/A
323,1770548889566,WR pressed,HF_27_A,,true,true,Yes,N/A,N/A,N/A,800,N/A,N/A
323,1770548889567,gap_time,N/A,,true,true,GapTime_1157,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548890725,Sentence shown,HF_1_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548894727,gap_time,N/A,,,,GapTime_889,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548895617,Sentence shown,LVH_161_P,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
323,1770548899618,gap_time,N/A,true,,,GapTime_782,N/A,N/A,N/A,N/A,N/A,N/A
