participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
260,1770387026480,Practice Sentence shown,HH_121_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387031983,Practice Sentence shown,HL_22_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387037485,Practice Sentence shown,HL_84_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387042987,Practice Sentence shown,HH_103_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387048489,Practice Sentence shown,HL_20_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387053992,Practice Sentence shown,HL_97_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387059495,Practice Sentence shown,HL_65_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387064997,Practice Sentence shown,HL_48_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387070500,Practice Sentence shown,HH_121_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387074500,Practice Missed,HH_121_P,true,,true,None,0,N/A,N/A,N/A,N/A,N/A
260,1770387082371,Practice Sentence shown,HH_103_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387084857,Practice IR pressed,HH_103_A,true,,true,Spacebar,1,N/A,2486,N/A,N/A,N/A
260,1770387089613,Practice WR pressed,HH_103_A,true,,true,Yes,N/A,1,N/A,4756,N/A,N/A
260,1770387091115,Practice Sentence shown,HL_33_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387096617,Practice Sentence shown,HL_12_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387102119,Practice Sentence shown,HL_1_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387107621,Practice Sentence shown,HL_11_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387113124,Practice Sentence shown,HH_112_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387118626,Practice Sentence shown,HH_100_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387121014,Practice IR pressed,HH_100_A,true,,,Spacebar,0,N/A,2388,N/A,N/A,N/A
260,1770387124790,Practice Sentence shown,HH_125_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387130292,Practice Sentence shown,HH_100_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387132852,Practice IR pressed,HH_100_A,true,,true,Spacebar,1,N/A,2560,N/A,N/A,N/A
260,1770387134030,Practice WR pressed,HH_100_A,true,,true,Yes,N/A,1,N/A,1178,N/A,N/A
260,1770387135531,Practice Sentence shown,HH_112_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387137540,Practice IR pressed,HH_112_P,true,,true,Spacebar,1,N/A,2009,N/A,N/A,N/A
260,1770387138857,Practice WR pressed,HH_112_P,true,,true,Yes,N/A,0,N/A,1316,N/A,N/A
260,1770387144634,Practice Sentence shown,HH_125_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260,1770387146105,Practice IR pressed,HH_125_P,true,,true,Spacebar,1,N/A,1471,N/A,N/A,N/A
