"","Res.Df","RSS","Df","Sum of Sq","F","Pr(>F)"
"1",889,32.6764669163545,NA,NA,NA,NA
"2",885,32.1916049538612,4,0.484861962493397,3.36616717041191,0.00956977025469254
"3",884,31.7736452741228,1,0.417959679738392,11.606785116788,0.000686899127941513
"4",883,31.7087598320649,1,0.0648854420578537,1.80187568246941,0.179832085847388
"5",880,31.6887505428004,3,0.0200092892644648,0.185220036039251,0.906472035549073
