"term","robust_beta","robust_se","robust_z_or_t","robust_p"
"(Intercept)",0.892873442269431,0.0372243716318002,23.9862596231621,2.40594341609181e-98
"noun_conditionLH",0.0427164790132686,0.0187712962849868,2.27562755202117,0.023106590124908
"noun_conditionHL",0.0540319296535077,0.0188051156668576,2.8732569695774,0.00415982056529735
"noun_conditionHH",0.0520075852985326,0.0190320408388497,2.73263312846464,0.00640826388528096
"mean_rt",-5.35736019106814e-05,1.95861835844107e-05,-2.73527518415188,0.00635748521189428
