"bf","error","time","code","model","BF10","BF_relative"
0.00423552793543252,5.91881719223949e-05,"Wed Apr 22 02:27:46 2026","1d34c30e7b1b6","noun_LH + noun_HL + noun_HH",1.00424451046131,0.238052287120018
0.00400769500316578,6.01836864056668e-05,"Wed Apr 22 02:27:47 2026","1d34c9d1e8b8","noun_HL + noun_HH + mean_rt",1.00401573655189,0.237998057147333
0.0039266374590192,6.05540459138478e-05,"Wed Apr 22 02:27:47 2026","1d34c496dca72","noun_HL + noun_HH + voice_Passive",1.00393435680026,0.23797876639115
0.00343681855171413,4.02671646913517e-05,"Wed Apr 22 02:27:47 2026","1d34c4b047015","noun_LH + noun_HL + voice_Passive + mean_rt",1.0034427311842,0.237862228435411
0.00334938083082349,4.01120772370036e-05,"Wed Apr 22 02:27:47 2026","1d34c4284b21c","noun_LH + noun_HH + voice_Passive + mean_rt",1.00335499627447,0.237841431213515
0.00330215250196121,8.47439338458541e-05,"Wed Apr 22 02:27:47 2026","1d34c7e48b0ba","noun_LH + noun_HL + noun_HH + voice_Passive + mean_rt + mean_trial_position",1.00330761061372,0.237830198625435
0.00216219667081122,3.73498483094804e-05,"Wed Apr 22 02:27:47 2026","1d34c3b55810","noun_LH + noun_HL + noun_HH + voice_Passive",1.00216453590369,0.237559237175074
0.00186421926869462,3.63599948909981e-05,"Wed Apr 22 02:27:47 2026","1d34c74a0a49f","noun_LH + noun_HL + noun_HH + mean_rt",1.00186595800573,0.23748846043619
0.0016765567952177,3.56354100642788e-05,"Wed Apr 22 02:27:47 2026","1d34c22bba3cd","noun_HL + noun_HH + voice_Passive + mean_rt",1.00167796300231,0.23744389694586
0.00087430274809316,0.000110616641659685,"Wed Apr 22 02:27:47 2026","1d34c5a67693","noun_LH + noun_HL + noun_HH + voice_Passive + mean_rt",1.00087468506215,0.237253483008959
