"Res.Df","Df","F","Pr(>F)","comparison"
885,4,2.75106722816952,0.027146026310685,"M0 vs M1"
884,1,0.448008865668914,0.503456802591905,"M1 vs M2"
883,1,14.6013954726906,0.000142122773792948,"M2 vs M3"
880,3,0.0981298698151908,0.961058133512364,"M3 vs M4"
