"participant_id","noun_condition","voice","ir_cr","wr_acc_score","ir_rt","wr_rt"
308,"HL","Active",0.520833333333333,0.6,1799.6,1511.2
308,"HL","Passive",0.6875,0.833333333333333,2244.5,1354.83333333333
308,"LH","Active",0.520833333333333,0.4,1689.2,818.6
308,"LH","Passive",0.6875,1,1912.66666666667,1099.5
308,"LL","Active",0.520833333333333,0.8,1609.6,2169.6
308,"LL","Passive",0.6875,0.833333333333333,1967.66666666667,1504.83333333333
309,"HH","Active",0.447916666666667,0.666666666666667,1790.33333333333,728
309,"HH","Passive",0.28125,1,1615.5,874
309,"HL","Active",0.28125,0.5,2041,312
309,"HL","Passive",-0.0520833333333333,NA,NA,NA
309,"LH","Active",-0.0520833333333333,NA,NA,NA
309,"LH","Passive",0.114583333333333,0,2963,NA
309,"LL","Active",-0.0520833333333333,NA,NA,NA
309,"LL","Passive",0.114583333333333,1,1278,288
310,"HH","Active",0.895833333333333,0.5,1479.66666666667,1547.83333333333
310,"HH","Passive",0.5625,0.5,1371.33333333333,2139.5
310,"HL","Active",0.895833333333333,0.666666666666667,1337.83333333333,538.4
310,"HL","Passive",0.895833333333333,0.666666666666667,1818.33333333333,682.333333333333
310,"LH","Active",0.895833333333333,0.333333333333333,1599,1023.4
310,"LH","Passive",0.729166666666667,0.6,1158.8,1065.75
310,"LL","Active",0.729166666666667,1,1351.4,663.2
310,"LL","Passive",0.229166666666667,0,1503,1884
311,"HH","Active",0.864583333333333,0.666666666666667,1719.16666666667,1504
311,"HH","Passive",0.697916666666667,0.4,2009.8,2025
311,"HL","Active",0.697916666666667,1,2140.4,1472
311,"HL","Passive",0.864583333333333,1,1969,1307.25
311,"LH","Active",0.864583333333333,0.833333333333333,2176.66666666667,1215.4
311,"LH","Passive",0.864583333333333,0.666666666666667,1921.16666666667,1007.66666666667
