participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
351,1770542217586,Practice Sentence shown,HL_71_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542220340,Practice IR pressed,HL_71_A,,,,Spacebar,0,N/A,2754,N/A,N/A,N/A
351,1770542228112,Practice Sentence shown,HL_79_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542233630,Practice Sentence shown,HL_60_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542239155,Practice Sentence shown,HL_101_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542244680,Practice Sentence shown,HH_130_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542250196,Practice Sentence shown,HL_78_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542255723,Practice Sentence shown,HH_127_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542261244,Practice Sentence shown,HH_100_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542264515,Practice IR pressed,HH_100_A,true,,,Spacebar,0,N/A,3271,N/A,N/A,N/A
351,1770542267300,Practice Sentence shown,HH_129_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542272824,Practice Sentence shown,HL_73_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542278344,Practice Sentence shown,HL_83_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542283860,Practice Sentence shown,HH_130_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542285321,Practice IR pressed,HH_130_P,true,,true,Spacebar,1,N/A,1461,N/A,N/A,N/A
351,1770542286591,Practice WR pressed,HH_130_P,true,,true,Yes,N/A,0,N/A,1270,N/A,N/A
351,1770542293940,Practice Sentence shown,HH_127_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542296023,Practice IR pressed,HH_127_A,true,,true,Spacebar,1,N/A,2083,N/A,N/A,N/A
351,1770542297425,Practice WR pressed,HH_127_A,true,,true,Yes,N/A,1,N/A,1402,N/A,N/A
351,1770542298942,Practice Sentence shown,HL_11_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542304473,Practice Sentence shown,HH_126_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542309991,Practice Sentence shown,HL_61_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542312364,Practice IR pressed,HL_61_A,,,,Spacebar,0,N/A,2373,N/A,N/A,N/A
351,1770542313741,Practice Sentence shown,HH_100_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542314953,Practice IR pressed,HH_100_A,true,,true,Spacebar,1,N/A,1211,N/A,N/A,N/A
351,1770542316326,Practice WR pressed,HH_100_A,true,,true,Yes,N/A,1,N/A,1373,N/A,N/A
351,1770542317835,Practice Sentence shown,HH_129_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542320827,Practice IR pressed,HH_129_P,true,,true,Spacebar,1,N/A,2992,N/A,N/A,N/A
351,1770542321877,Practice WR pressed,HH_129_P,true,,true,Yes,N/A,0,N/A,1050,N/A,N/A
351,1770542324432,Practice Sentence shown,HL_81_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542329949,Practice Sentence shown,HH_126_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542333231,Practice IR pressed,HH_126_P,true,,true,Spacebar,1,N/A,3282,N/A,N/A,N/A
351,1770542334576,Practice WR pressed,HH_126_P,true,,true,No,N/A,1,N/A,1345,N/A,N/A
351,1770542374500,Sentence shown,HF_6_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542378506,gap_time,N/A,,,,GapTime_810,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542379319,Sentence shown,HF_5_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542383321,gap_time,N/A,,,,GapTime_893,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542384218,Sentence shown,HVL_109_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542388220,gap_time,N/A,true,,,GapTime_1191,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542389425,Sentence shown,HF_7_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542393435,gap_time,N/A,,,,GapTime_734,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542394185,Sentence shown,HH_176_P,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542398194,gap_time,N/A,true,,,GapTime_1198,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542399401,Sentence shown,HF_7_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542401674,Validation IR pressed,HF_7_A,,true,true,Spacebar,1,N/A,2273,N/A,N/A,N/A
351,1770542401674,IR pressed,HF_7_A,,true,true,Spacebar,1,N/A,2273,N/A,N/A,N/A
351,1770542405142,WR pressed,HF_7_A,,true,true,Yes,N/A,N/A,N/A,3468,N/A,N/A
351,1770542405142,gap_time,N/A,,true,true,GapTime_734,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542405891,Sentence shown,HF_16_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542409904,gap_time,N/A,,,,GapTime_856,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542410775,Sentence shown,HF_11_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542414777,gap_time,N/A,,,,GapTime_1000,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542415788,Sentence shown,LVL_115_P,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542419790,gap_time,N/A,true,,,GapTime_1211,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542421012,Sentence shown,HF_16_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542422649,Validation IR pressed,HF_16_A,,true,true,Spacebar,1,N/A,1637,N/A,N/A,N/A
351,1770542422649,IR pressed,HF_16_A,,true,true,Spacebar,1,N/A,1637,N/A,N/A,N/A
351,1770542426936,WR pressed,HF_16_A,,true,true,Yes,N/A,N/A,N/A,4287,N/A,N/A
351,1770542426936,gap_time,N/A,,true,true,GapTime_731,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542427680,Sentence shown,HVL_107_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542431687,gap_time,N/A,true,,,GapTime_828,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542432531,Sentence shown,HVL_109_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542434306,IR pressed,HVL_109_P,true,,true,Spacebar,1,N/A,1775,N/A,N/A,N/A
351,1770542439306,WR pressed,HVL_109_P,true,,true,No,N/A,1,N/A,5000,N/A,N/A
351,1770542439306,gap_time,N/A,true,,true,GapTime_778,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542440088,Sentence shown,HF_13_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542444102,gap_time,N/A,,,,GapTime_1207,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542445315,Sentence shown,HF_10_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542449328,gap_time,N/A,,,,GapTime_1099,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542450431,Sentence shown,HH_176_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542454441,gap_time,N/A,true,,true,GapTime_753,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542455207,Sentence shown,HF_13_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542456308,Validation IR pressed,HF_13_A,,true,true,Spacebar,1,N/A,1101,N/A,N/A,N/A
351,1770542456308,IR pressed,HF_13_A,,true,true,Spacebar,1,N/A,1101,N/A,N/A,N/A
351,1770542458557,WR pressed,HF_13_A,,true,true,Yes,N/A,N/A,N/A,2249,N/A,N/A
351,1770542458557,gap_time,N/A,,true,true,GapTime_859,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542459428,Sentence shown,HVL_117_P,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542463436,gap_time,N/A,true,,,GapTime_1290,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542464731,Sentence shown,HH_153_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542468733,gap_time,N/A,true,,,GapTime_773,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542469514,Sentence shown,LVL_115_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542473529,gap_time,N/A,true,,true,GapTime_1228,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542474773,Sentence shown,HF_14_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542478782,gap_time,N/A,,,,GapTime_1106,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542479902,Sentence shown,HF_4_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542481812,Validation Wrong IR pressed,HF_4_A,,,,Spacebar,0,N/A,1910,N/A,N/A,N/A
351,1770542481812,IR pressed,HF_4_A,,,,Spacebar,0,N/A,1910,N/A,N/A,N/A
351,1770542483261,WR pressed,HF_4_A,,,,No,N/A,N/A,N/A,1448,N/A,N/A
351,1770542483261,gap_time,N/A,,,,GapTime_1023,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542484300,Sentence shown,HVL_107_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,1770542486147,IR pressed,HVL_107_A,true,,true,Spacebar,1,N/A,1846,N/A,N/A,N/A
351,1770542489783,WR pressed,HVL_107_A,true,,true,No,N/A,0,N/A,3636,N/A,N/A
351,1770542489783,gap_time,N/A,true,,true,GapTime_1170,N/A,N/A,N/A,N/A,N/A,N/A
