participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
362,1770566765741,Practice Sentence shown,HH_130_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566771248,Practice Sentence shown,HL_31_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566776764,Practice Sentence shown,HL_56_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566782276,Practice Sentence shown,HL_59_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566787795,Practice Sentence shown,HL_2_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566788696,Practice IR pressed,HL_2_A,,,,Spacebar,0,N/A,901,N/A,N/A,N/A
362,1770566793726,Practice Sentence shown,HH_103_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566799240,Practice Sentence shown,HH_108_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566804747,Practice Sentence shown,HL_7_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566810278,Practice Sentence shown,HL_28_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566815792,Practice Sentence shown,HH_130_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566817895,Practice IR pressed,HH_130_P,true,,true,Spacebar,1,N/A,2103,N/A,N/A,N/A
362,1770566824012,Practice WR pressed,HH_130_P,true,,true,Yes,N/A,0,N/A,6117,N/A,N/A
362,1770566851371,Practice Sentence shown,HL_11_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566856882,Practice Sentence shown,HH_103_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566859428,Practice IR pressed,HH_103_A,true,,true,Spacebar,1,N/A,2546,N/A,N/A,N/A
362,1770566863446,Practice WR pressed,HH_103_A,true,,true,Yes,N/A,1,N/A,4018,N/A,N/A
362,1770566864954,Practice Sentence shown,HH_108_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566868956,Practice Missed,HH_108_P,true,,true,None,0,N/A,N/A,N/A,N/A,N/A
362,1770566872681,Practice Sentence shown,HL_1_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566878205,Practice Sentence shown,HL_92_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566883733,Practice Sentence shown,HL_113_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566889247,Practice Sentence shown,HH_117_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566894753,Practice Sentence shown,HH_126_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566900275,Practice Sentence shown,HH_126_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566901937,Practice IR pressed,HH_126_P,true,,true,Spacebar,1,N/A,1662,N/A,N/A,N/A
362,1770566903422,Practice WR pressed,HH_126_P,true,,true,No,N/A,1,N/A,1485,N/A,N/A
362,1770566904929,Practice Sentence shown,HH_117_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566906404,Practice IR pressed,HH_117_A,true,,true,Spacebar,1,N/A,1475,N/A,N/A,N/A
362,1770566909067,Practice WR pressed,HH_117_A,true,,true,Yes,N/A,1,N/A,2663,N/A,N/A
362,1770566915801,Sentence shown,HF_5_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566919817,gap_time,N/A,,,,GapTime_745,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566920576,Sentence shown,HF_5_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566922261,Validation IR pressed,HF_5_A,,true,true,Spacebar,1,N/A,1685,N/A,N/A,N/A
362,1770566922261,IR pressed,HF_5_A,,true,true,Spacebar,1,N/A,1685,N/A,N/A,N/A
362,1770566929441,WR pressed,HF_5_A,,true,true,Yes,N/A,N/A,N/A,7180,N/A,N/A
362,1770566929441,gap_time,N/A,,true,true,GapTime_1067,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566930518,Sentence shown,HF_4_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566934529,gap_time,N/A,,,,GapTime_1074,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566935608,Sentence shown,HF_4_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566937376,Validation IR pressed,HF_4_A,,true,true,Spacebar,1,N/A,1768,N/A,N/A,N/A
362,1770566937376,IR pressed,HF_4_A,,true,true,Spacebar,1,N/A,1768,N/A,N/A,N/A
362,1770566938850,WR pressed,HF_4_A,,true,true,Yes,N/A,N/A,N/A,1473,N/A,N/A
362,1770566938850,gap_time,N/A,,true,true,GapTime_1042,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566939895,Sentence shown,HF_10_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566943902,gap_time,N/A,,,,GapTime_1016,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566944920,Sentence shown,HF_24_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566948937,gap_time,N/A,,,,GapTime_874,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566949818,Sentence shown,HH_137_P,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566953834,gap_time,N/A,true,,,GapTime_1087,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566954928,Sentence shown,HH_143_P,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566958944,gap_time,N/A,true,,,GapTime_866,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566959812,Sentence shown,HF_7_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566963820,gap_time,N/A,,,,GapTime_798,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566964620,Sentence shown,HF_17_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566968622,gap_time,N/A,,,,GapTime_1262,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566969888,Sentence shown,HH_137_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566971602,IR pressed,HH_137_P,true,,true,Spacebar,1,N/A,1714,N/A,N/A,N/A
362,1770566974413,WR pressed,HH_137_P,true,,true,Yes,N/A,1,N/A,2811,N/A,N/A
362,1770566974414,gap_time,N/A,true,,true,GapTime_1239,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566975660,Sentence shown,HF_22_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566979668,gap_time,N/A,,,,GapTime_1270,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566980948,Sentence shown,HF_2_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566984963,gap_time,N/A,,,,GapTime_806,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566985786,Sentence shown,HF_22_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566987609,Validation IR pressed,HF_22_A,,true,true,Spacebar,1,N/A,1823,N/A,N/A,N/A
362,1770566987609,IR pressed,HF_22_A,,true,true,Spacebar,1,N/A,1823,N/A,N/A,N/A
362,1770566988461,WR pressed,HF_22_A,,true,true,Yes,N/A,N/A,N/A,852,N/A,N/A
362,1770566988461,gap_time,N/A,,true,true,GapTime_1250,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566989721,Sentence shown,HF_2_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566990761,Validation IR pressed,HF_2_A,,true,true,Spacebar,1,N/A,1040,N/A,N/A,N/A
362,1770566990761,IR pressed,HF_2_A,,true,true,Spacebar,1,N/A,1040,N/A,N/A,N/A
362,1770566991363,WR pressed,HF_2_A,,true,true,Yes,N/A,N/A,N/A,602,N/A,N/A
362,1770566991363,gap_time,N/A,,true,true,GapTime_1185,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566992565,Sentence shown,LVH_116_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566996573,gap_time,N/A,true,,,GapTime_746,N/A,N/A,N/A,N/A,N/A,N/A
362,1770566997333,Sentence shown,HF_8_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567001343,gap_time,N/A,,,,GapTime_1194,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567002551,Sentence shown,HH_143_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567006554,gap_time,N/A,true,,true,GapTime_1286,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567007843,Sentence shown,HF_28_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567011852,gap_time,N/A,,,,GapTime_962,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567012822,Sentence shown,HF_8_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567014591,Validation IR pressed,HF_8_A,,true,true,Spacebar,1,N/A,1769,N/A,N/A,N/A
362,1770567014591,IR pressed,HF_8_A,,true,true,Spacebar,1,N/A,1769,N/A,N/A,N/A
362,1770567014956,WR pressed,HF_8_A,,true,true,Yes,N/A,N/A,N/A,365,N/A,N/A
362,1770567014956,gap_time,N/A,,true,true,GapTime_999,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567015966,Sentence shown,HF_14_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567017460,Validation Wrong IR pressed,HF_14_A,,,,Spacebar,0,N/A,1494,N/A,N/A,N/A
362,1770567017460,IR pressed,HF_14_A,,,,Spacebar,0,N/A,1494,N/A,N/A,N/A
362,1770567017807,WR pressed,HF_14_A,,,,Yes,N/A,N/A,N/A,347,N/A,N/A
362,1770567017807,gap_time,N/A,,,,GapTime_1072,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567018891,Sentence shown,HF_6_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567022896,gap_time,N/A,,,,GapTime_1173,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567024078,Sentence shown,HF_1_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567026114,Validation Wrong IR pressed,HF_1_A,,,,Spacebar,0,N/A,2036,N/A,N/A,N/A
362,1770567026114,IR pressed,HF_1_A,,,,Spacebar,0,N/A,2036,N/A,N/A,N/A
362,1770567026379,WR pressed,HF_1_A,,,,Yes,N/A,N/A,N/A,265,N/A,N/A
362,1770567026379,gap_time,N/A,,,,GapTime_835,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567027227,Sentence shown,HF_6_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567028485,Validation IR pressed,HF_6_A,,true,true,Spacebar,1,N/A,1258,N/A,N/A,N/A
362,1770567028485,IR pressed,HF_6_A,,true,true,Spacebar,1,N/A,1258,N/A,N/A,N/A
362,1770567029534,WR pressed,HF_6_A,,true,true,Yes,N/A,N/A,N/A,1049,N/A,N/A
362,1770567029534,gap_time,N/A,,true,true,GapTime_1091,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567030634,Sentence shown,HF_32_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567034641,gap_time,N/A,,,,GapTime_1186,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567035838,Sentence shown,LVH_116_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
362,1770567037918,IR pressed,LVH_116_A,true,,true,Spacebar,1,N/A,2080,N/A,N/A,N/A
362,1770567038769,WR pressed,LVH_116_A,true,,true,Yes,N/A,1,N/A,851,N/A,N/A
