participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
303,1770525396738,Practice Sentence shown,HH_102_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525402241,Practice Sentence shown,HH_118_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525407744,Practice Sentence shown,HH_123_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525413247,Practice Sentence shown,HL_45_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525418749,Practice Sentence shown,HL_30_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525424252,Practice Sentence shown,HH_102_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525425807,Practice IR pressed,HH_102_P,true,,true,Spacebar,1,N/A,1555,N/A,N/A,N/A
303,1770525427005,Practice WR pressed,HH_102_P,true,,true,No,N/A,1,N/A,1197,N/A,N/A
303,1770525428507,Practice Sentence shown,HL_14_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525434009,Practice Sentence shown,HL_49_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525439511,Practice Sentence shown,HH_118_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525442593,Practice IR pressed,HH_118_P,true,,true,Spacebar,1,N/A,3082,N/A,N/A,N/A
303,1770525444678,Practice WR pressed,HH_118_P,true,,true,No,N/A,1,N/A,2085,N/A,N/A
303,1770525446180,Practice Sentence shown,HH_123_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525449138,Practice IR pressed,HH_123_P,true,,true,Spacebar,1,N/A,2958,N/A,N/A,N/A
303,1770525451960,Practice WR pressed,HH_123_P,true,,true,No,N/A,1,N/A,2822,N/A,N/A
303,1770525453462,Practice Sentence shown,HL_71_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525458964,Practice Sentence shown,HH_117_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525464467,Practice Sentence shown,HH_115_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525469970,Practice Sentence shown,HL_2_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525475473,Practice Sentence shown,HL_70_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525480975,Practice Sentence shown,HH_117_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525483879,Practice IR pressed,HH_117_A,true,,true,Spacebar,1,N/A,2904,N/A,N/A,N/A
303,1770525484824,Practice WR pressed,HH_117_A,true,,true,Yes,N/A,1,N/A,945,N/A,N/A
303,1770525486326,Practice Sentence shown,HL_44_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525491828,Practice Sentence shown,HH_115_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525493470,Practice IR pressed,HH_115_A,true,,true,Spacebar,1,N/A,1642,N/A,N/A,N/A
303,1770525494635,Practice WR pressed,HH_115_A,true,,true,Yes,N/A,1,N/A,1165,N/A,N/A
303,1770525496137,Practice Sentence shown,HL_21_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525501640,Practice Sentence shown,HL_28_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525510527,Sentence shown,HF_5_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525514529,gap_time,N/A,,,,GapTime_909,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525515439,Sentence shown,HF_5_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525516895,Validation IR pressed,HF_5_A,,true,true,Spacebar,1,N/A,1456,N/A,N/A,N/A
303,1770525516895,IR pressed,HF_5_A,,true,true,Spacebar,1,N/A,1456,N/A,N/A,N/A
303,1770525517994,WR pressed,HF_5_A,,true,true,Yes,N/A,N/A,N/A,1099,N/A,N/A
303,1770525517994,gap_time,N/A,,true,true,GapTime_1255,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525519251,Sentence shown,HF_29_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525523252,gap_time,N/A,,,,GapTime_1188,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525524442,Sentence shown,HF_29_A,,true,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525526937,Validation IR pressed,HF_29_A,,true,true,Spacebar,1,N/A,2495,N/A,N/A,N/A
303,1770525526937,IR pressed,HF_29_A,,true,true,Spacebar,1,N/A,2495,N/A,N/A,N/A
303,1770525527935,WR pressed,HF_29_A,,true,true,Yes,N/A,N/A,N/A,998,N/A,N/A
303,1770525527936,gap_time,N/A,,true,true,GapTime_733,N/A,N/A,N/A,N/A,N/A,N/A
303,1770525528670,Sentence shown,HF_4_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
