participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy IR,Accuracy WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
364,1770567290563,Practice Sentence shown,HH_106_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567296081,Practice Sentence shown,HL_2_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567301591,Practice Sentence shown,HL_4_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567307107,Practice Sentence shown,HH_108_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567312615,Practice Sentence shown,HH_106_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567314048,Practice IR pressed,HH_106_P,true,,true,Spacebar,1,N/A,1433,N/A,N/A,N/A
364,1770567317258,Practice WR pressed,HH_106_P,true,,true,No,N/A,1,N/A,3210,N/A,N/A
364,1770567318765,Practice Sentence shown,HL_51_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567324287,Practice Sentence shown,HL_23_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567329804,Practice Sentence shown,HL_14_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567335318,Practice Sentence shown,HH_127_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567340838,Practice Sentence shown,HH_108_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567342050,Practice IR pressed,HH_108_A,true,,true,Spacebar,1,N/A,1212,N/A,N/A,N/A
364,1770567342633,Practice WR pressed,HH_108_A,true,,true,Yes,N/A,1,N/A,583,N/A,N/A
364,1770567344139,Practice Sentence shown,HL_89_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567349661,Practice Sentence shown,HL_7_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567355177,Practice Sentence shown,HL_6_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567360689,Practice Sentence shown,HH_132_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567366200,Practice Sentence shown,HH_126_A,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567371702,Practice Sentence shown,HL_16_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567372929,Practice IR pressed,HL_16_A,,,,Spacebar,0,N/A,1227,N/A,N/A,N/A
364,1770567379281,Practice Sentence shown,HH_127_A,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567381073,Practice IR pressed,HH_127_A,true,,true,Spacebar,1,N/A,1792,N/A,N/A,N/A
364,1770567381864,Practice WR pressed,HH_127_A,true,,true,Yes,N/A,1,N/A,791,N/A,N/A
364,1770567383368,Practice Sentence shown,HL_13_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567388884,Practice Sentence shown,HH_132_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567392896,Practice Missed,HH_132_P,true,,true,None,0,N/A,N/A,N/A,N/A,N/A
364,1770567395425,Practice Sentence shown,HH_126_P,true,,true,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567396880,Practice IR pressed,HH_126_P,true,,true,Spacebar,1,N/A,1455,N/A,N/A,N/A
364,1770567397369,Practice WR pressed,HH_126_P,true,,true,Yes,N/A,0,N/A,489,N/A,N/A
364,1770567407058,Sentence shown,HH_155_P,true,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567411074,gap_time,N/A,true,,,GapTime_1172,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567412263,Sentence shown,HF_6_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567416268,gap_time,N/A,,,,GapTime_1020,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567417300,Sentence shown,HF_7_A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,1770567421310,gap_time,N/A,,,,GapTime_767,N/A,N/A,N/A,N/A,N/A,N/A
